user_id,activity_id,start_time
11104,4208894,2021-06-06 08:36:35.292260+00:00
3421,4198604,2021-06-05 04:02:18.647555+00:00
15230,4212210,2021-06-06 15:00:47.121977+00:00
15230,4212113,2021-06-06 14:52:26.161233+00:00
11104,4212939,2021-06-06 16:25:21.284852+00:00
15230,4211898,2021-06-06 14:27:48.781626+00:00
15230,4211897,2021-06-06 14:27:48.764909+00:00
12671,4212243,2021-06-06 15:03:58.196815+00:00
11729,4212942,2021-06-06 16:26:12.534208+00:00
12671,4212242,2021-06-06 15:03:58.184058+00:00
9747,4213597,2021-06-06 17:47:11.663989+00:00
9747,4213598,2021-06-06 17:47:11.680415+00:00
12671,4212251,2021-06-06 15:04:25.854006+00:00
11104,4212953,2021-06-06 16:27:32.091691+00:00
21808,4217353,2021-06-07 09:19:46.190280+00:00
2610,4214448,2021-06-07 01:27:04.726232+00:00
2610,4214532,2021-06-07 01:52:36.933396+00:00
12671,4212247,2021-06-06 15:04:13.789849+00:00
9747,4214042,2021-06-06 19:13:22.260658+00:00
1642,4214049,2021-06-06 19:14:01.810526+00:00
6323,4216003,2021-06-07 06:19:46.778907+00:00
6323,4216395,2021-06-07 07:08:06.417310+00:00
3421,4219844,2021-06-07 14:11:46.207655+00:00
21808,4217340,2021-06-07 09:17:31.518070+00:00
21808,4217338,2021-06-07 09:17:31.494296+00:00
21708,4217479,2021-06-07 09:36:50.402834+00:00
21708,4217480,2021-06-07 09:36:50.418261+00:00
16938,4219968,2021-06-07 14:27:17.541726+00:00
16938,4219969,2021-06-07 14:27:17.557748+00:00
3421,4220295,2021-06-07 15:05:08.758726+00:00
25313,4221420,2021-06-07 17:10:16.859075+00:00
25313,4221084,2021-06-07 16:30:36.969750+00:00
25313,4221085,2021-06-07 16:30:36.993394+00:00
26478,4222404,2021-06-08 00:19:49.171914+00:00
25313,4221842,2021-06-07 18:03:25.658469+00:00
25313,4222089,2021-06-07 19:03:49.278785+00:00
26580,4222527,2021-06-08 01:14:22.702364+00:00
26580,4222526,2021-06-08 01:14:22.685393+00:00
26478,4222405,2021-06-08 00:19:49.190446+00:00
27499,4223327,2021-06-08 03:57:42.777237+00:00
27499,4223344,2021-06-08 04:01:38.257822+00:00
26580,4223455,2021-06-08 04:24:40.584992+00:00
26580,4226547,2021-06-08 11:05:15.687492+00:00
27499,4223254,2021-06-08 03:44:36.916002+00:00
27499,4223276,2021-06-08 03:48:45.512101+00:00
27499,4223253,2021-06-08 03:44:36.888635+00:00
27499,4223287,2021-06-08 03:51:52.347781+00:00
25313,4223244,2021-06-08 03:42:56.819918+00:00
7305,4224159,2021-06-08 06:11:13.861512+00:00
7305,4224158,2021-06-08 06:11:13.847631+00:00
28487,4224337,2021-06-08 06:29:57.756107+00:00
28487,4224355,2021-06-08 06:31:56.083875+00:00
28487,4224361,2021-06-08 06:32:37.403928+00:00
28487,4224371,2021-06-08 06:33:39.755772+00:00
28487,4224131,2021-06-08 06:08:39.048025+00:00
6323,4225161,2021-06-08 07:58:05.095539+00:00
8062,4225672,2021-06-08 09:12:27.645728+00:00
8062,4225750,2021-06-08 09:22:06.756278+00:00
8062,4225796,2021-06-08 09:26:38.130420+00:00
30146,4225870,2021-06-08 09:35:33.446987+00:00
30146,4225871,2021-06-08 09:35:33.462058+00:00
9747,4226405,2021-06-08 10:47:45.957528+00:00
25313,4223583,2021-06-08 04:44:57.359159+00:00
28487,4224132,2021-06-08 06:08:39.060957+00:00
28487,4224399,2021-06-08 06:35:52.020315+00:00
28487,4224379,2021-06-08 06:34:07.188235+00:00
28487,4224382,2021-06-08 06:34:25.894516+00:00
28487,4224435,2021-06-08 06:38:44.159699+00:00
29403,4225023,2021-06-08 07:39:43.138471+00:00
29403,4225024,2021-06-08 07:39:43.155576+00:00
29403,4225389,2021-06-08 08:31:32.049488+00:00
8062,4225381,2021-06-08 08:30:28.218111+00:00
19800,4225375,2021-06-08 08:29:32.047929+00:00
8062,4225350,2021-06-08 08:24:25.795212+00:00
8062,4225379,2021-06-08 08:30:08.443570+00:00
19800,4225373,2021-06-08 08:29:32.023642+00:00
8062,4225378,2021-06-08 08:29:53.014088+00:00
8062,4225349,2021-06-08 08:24:25.780906+00:00
30437,4226231,2021-06-08 10:27:10.390535+00:00
30437,4226232,2021-06-08 10:27:10.404799+00:00
19800,4226560,2021-06-08 11:07:24.677550+00:00
28516,4227082,2021-06-08 12:12:11.666505+00:00
28516,4227083,2021-06-08 12:12:11.687310+00:00
8062,4227351,2021-06-08 12:43:31.287923+00:00
28487,4227509,2021-06-08 13:05:08.533020+00:00
28487,4227471,2021-06-08 13:01:14.386611+00:00
28487,4227521,2021-06-08 13:07:24.407779+00:00
25313,4228196,2021-06-08 14:24:15.910145+00:00
25313,4228326,2021-06-08 14:40:32.662984+00:00
25313,4228533,2021-06-08 14:59:23.963192+00:00
20817,4229169,2021-06-08 16:06:52.707892+00:00
20817,4229168,2021-06-08 16:06:52.689804+00:00
21043,4230024,2021-06-08 17:38:03.834918+00:00
21043,4230025,2021-06-08 17:38:03.874732+00:00
34032,4230081,2021-06-08 17:49:39.109096+00:00
30437,4229991,2021-06-08 17:33:51.677445+00:00
34032,4230188,2021-06-08 18:06:34.811455+00:00
12671,4233916,2021-06-09 09:20:25.263653+00:00
6190,4230633,2021-06-08 22:57:02.185362+00:00
6190,4230630,2021-06-08 22:44:54.113918+00:00
6190,4230619,2021-06-08 22:19:06.117639+00:00
12671,4230751,2021-06-09 00:41:19.544278+00:00
26580,4231752,2021-06-09 04:19:47.690559+00:00
26580,4231743,2021-06-09 04:19:03.838213+00:00
34032,4231971,2021-06-09 05:01:27.074710+00:00
25313,4231962,2021-06-09 04:59:38.937495+00:00
35674,4232254,2021-06-09 05:41:46.658428+00:00
6190,4232373,2021-06-09 05:56:23.229928+00:00
36338,4232418,2021-06-09 06:03:19.617537+00:00
30582,4232703,2021-06-09 06:48:37.885327+00:00
30582,4232898,2021-06-09 07:09:56.380616+00:00
35674,4232975,2021-06-09 07:17:30.981419+00:00
34032,4231378,2021-06-09 03:10:18.241585+00:00
34032,4231721,2021-06-09 04:14:25.459357+00:00
34032,4231839,2021-06-09 04:41:06.677130+00:00
34032,4230080,2021-06-08 17:49:39.095041+00:00
7305,4232173,2021-06-09 05:32:51.740178+00:00
35674,4232155,2021-06-09 05:29:52.707364+00:00
35674,4232154,2021-06-09 05:29:52.694600+00:00
6323,4232328,2021-06-09 05:50:49.642966+00:00
6323,4232334,2021-06-09 05:51:27.780775+00:00
6323,4232475,2021-06-09 06:10:56.095127+00:00
36338,4232419,2021-06-09 06:03:19.634433+00:00
30582,4232623,2021-06-09 06:38:26.378643+00:00
35674,4232644,2021-06-09 06:41:10.901469+00:00
30582,4232799,2021-06-09 06:59:05.608624+00:00
30582,4232802,2021-06-09 06:59:20.165237+00:00
30582,4232813,2021-06-09 07:00:17.375237+00:00
35674,4234503,2021-06-09 10:29:41.175726+00:00
35674,4234214,2021-06-09 09:56:20.294839+00:00
6190,4234647,2021-06-09 10:48:35.685979+00:00
38173,4234568,2021-06-09 10:38:10.929757+00:00
38173,4234638,2021-06-09 10:48:15.662777+00:00
38173,4234567,2021-06-09 10:38:10.916742+00:00
7305,4234595,2021-06-09 10:41:11.673988+00:00
39414,4235130,2021-06-09 11:56:10.004822+00:00
11729,4234770,2021-06-09 11:06:16.313662+00:00
11729,4234773,2021-06-09 11:06:40.809960+00:00
36009,4235100,2021-06-09 11:52:44.379726+00:00
39414,4235129,2021-06-09 11:56:09.991373+00:00
39414,4235134,2021-06-09 11:56:34.078321+00:00
36009,4235125,2021-06-09 11:55:05.264299+00:00
36009,4235099,2021-06-09 11:52:44.367315+00:00
30437,4235230,2021-06-09 12:13:45.697685+00:00
36009,4235226,2021-06-09 12:13:22.936565+00:00
36009,4235231,2021-06-09 12:13:47.323726+00:00
36009,4235269,2021-06-09 12:19:35.545805+00:00
36009,4235253,2021-06-09 12:17:10.692441+00:00
36009,4235302,2021-06-09 12:27:02.135898+00:00
36009,4235221,2021-06-09 12:12:46.073088+00:00
38599,4235310,2021-06-09 12:27:35.640018+00:00
36009,4235357,2021-06-09 12:33:47.879003+00:00
36009,4235363,2021-06-09 12:34:59.451994+00:00
36009,4235384,2021-06-09 12:39:29.450768+00:00
36009,4235404,2021-06-09 12:41:21.058916+00:00
36009,4235407,2021-06-09 12:41:44.329325+00:00
38599,4235309,2021-06-09 12:27:35.623780+00:00
36009,4235428,2021-06-09 12:43:22.917164+00:00
30437,4236070,2021-06-09 13:24:37.524716+00:00
9747,4236467,2021-06-09 14:09:21.258517+00:00
9747,4236469,2021-06-09 14:09:37.879818+00:00
30582,4237280,2021-06-09 15:44:29.387684+00:00
21808,4236527,2021-06-09 14:17:38.315628+00:00
30582,4236681,2021-06-09 14:32:53.297447+00:00
31949,4241134,2021-06-10 07:23:55.654041+00:00
38599,4238346,2021-06-09 17:49:11.759604+00:00
8962,4238502,2021-06-09 18:14:11.302652+00:00
8962,4238501,2021-06-09 18:14:11.243296+00:00
42048,4238736,2021-06-09 19:23:04.136291+00:00
42048,4238740,2021-06-09 19:23:38.941855+00:00
42048,4238735,2021-06-09 19:23:04.120741+00:00
6190,4238906,2021-06-09 21:36:15.094665+00:00
3421,4239024,2021-06-10 00:38:08.375385+00:00
30582,4239515,2021-06-10 02:53:14.916271+00:00
35674,4240612,2021-06-10 06:23:08.773157+00:00
30437,4235650,2021-06-09 12:51:54.860169+00:00
6190,4238926,2021-06-09 22:07:56.322574+00:00
6190,4238937,2021-06-09 22:30:38.272940+00:00
6190,4238916,2021-06-09 21:53:02.462001+00:00
2610,4239210,2021-06-10 01:52:05.859274+00:00
25313,4239739,2021-06-10 03:43:50.269029+00:00
26580,4239933,2021-06-10 04:45:39.892942+00:00
35674,4240186,2021-06-10 05:33:12.244231+00:00
35674,4240394,2021-06-10 05:59:01.236282+00:00
34032,4241150,2021-06-10 07:25:27.023664+00:00
31949,4241133,2021-06-10 07:23:55.640028+00:00
34032,4241368,2021-06-10 07:56:06.412101+00:00
3439,4242069,2021-06-10 09:17:00.296488+00:00
35674,4241805,2021-06-10 08:46:33.028128+00:00
3439,4242068,2021-06-10 09:17:00.255741+00:00
45989,4242357,2021-06-10 09:51:25.605797+00:00
38599,4242086,2021-06-10 09:19:23.737195+00:00
38599,4242687,2021-06-10 10:31:34.917987+00:00
41094,4242842,2021-06-10 10:52:22.058369+00:00
41094,4242848,2021-06-10 10:52:39.600783+00:00
45989,4243111,2021-06-10 11:29:01.506021+00:00
46821,4243021,2021-06-10 11:18:17.102018+00:00
46821,4243022,2021-06-10 11:18:17.116241+00:00
35674,4243209,2021-06-10 11:43:30.806822+00:00
6190,4243686,2021-06-10 12:51:31.126070+00:00
45989,4242356,2021-06-10 09:51:25.590868+00:00
30582,4232622,2021-06-09 06:38:26.348769+00:00
6190,4244090,2021-06-10 13:13:45.145067+00:00
47744,4244244,2021-06-10 13:28:52.624719+00:00
47744,4244249,2021-06-10 13:29:09.122680+00:00
47744,4244250,2021-06-10 13:29:17.800745+00:00
47744,4244251,2021-06-10 13:29:31.044837+00:00
47744,4244257,2021-06-10 13:29:43.328189+00:00
47744,4244245,2021-06-10 13:28:52.637069+00:00
1796,4244358,2021-06-10 13:39:29.600492+00:00
1796,4244359,2021-06-10 13:39:29.615220+00:00
30582,4244489,2021-06-10 13:55:01.472881+00:00
8062,4245051,2021-06-10 14:52:39.472243+00:00
48295,4244849,2021-06-10 14:30:54.610659+00:00
48295,4244850,2021-06-10 14:30:54.625783+00:00
48595,4245360,2021-06-10 15:31:14.029116+00:00
8062,4245148,2021-06-10 15:05:06.175639+00:00
8062,4245302,2021-06-10 15:24:26.758271+00:00
20817,4245594,2021-06-10 15:54:00.808122+00:00
38599,4245923,2021-06-10 16:23:23.818736+00:00
48595,4246838,2021-06-10 18:12:58.046159+00:00
48595,4246864,2021-06-10 18:15:38.805878+00:00
48595,4246859,2021-06-10 18:15:06.678568+00:00
48595,4246855,2021-06-10 18:14:26.798035+00:00
48595,4246850,2021-06-10 18:14:02.518498+00:00
48595,4246834,2021-06-10 18:12:35.236056+00:00
6190,4247180,2021-06-10 19:55:04.830813+00:00
48595,4247168,2021-06-10 19:48:45.348552+00:00
48595,4246465,2021-06-10 17:22:15.723583+00:00
47954,4246621,2021-06-10 17:37:24.239186+00:00
47954,4246622,2021-06-10 17:37:24.252384+00:00
48595,4246920,2021-06-10 18:23:17.335308+00:00
48595,4246923,2021-06-10 18:23:38.258241+00:00
38599,4247036,2021-06-10 18:55:12.896014+00:00
48595,4245359,2021-06-10 15:31:14.012988+00:00
48595,4245388,2021-06-10 15:33:38.201636+00:00
39414,4248929,2021-06-11 05:43:20.099346+00:00
47954,4248554,2021-06-11 04:53:24.570199+00:00
6323,4248840,2021-06-11 05:32:43.885297+00:00
39414,4248937,2021-06-11 05:44:12.760034+00:00
39414,4248945,2021-06-11 05:45:11.082507+00:00
39414,4248941,2021-06-11 05:44:46.909935+00:00
39414,4248957,2021-06-11 05:46:15.856837+00:00
39414,4248976,2021-06-11 05:48:15.269392+00:00
41094,4248948,2021-06-11 05:45:35.096418+00:00
30437,4251520,2021-06-11 11:27:13.226010+00:00
25313,4249172,2021-06-11 06:09:33.851648+00:00
25313,4249173,2021-06-11 06:09:38.727140+00:00
25313,4249176,2021-06-11 06:09:52.175960+00:00
26580,4249209,2021-06-11 06:15:26.652411+00:00
25313,4249168,2021-06-11 06:09:20.624141+00:00
26580,4249159,2021-06-11 06:08:08.261168+00:00
47954,4250443,2021-06-11 09:03:29.453765+00:00
21447,4251190,2021-06-11 10:37:49.759812+00:00
21447,4251191,2021-06-11 10:37:49.785070+00:00
21317,4251315,2021-06-11 10:54:13.143069+00:00
21317,4251312,2021-06-11 10:54:01.069166+00:00
21317,4251311,2021-06-11 10:54:01.054896+00:00
55281,4252252,2021-06-11 13:17:35.025613+00:00
55281,4252251,2021-06-11 13:17:34.995539+00:00
8962,4252963,2021-06-11 14:51:23.041693+00:00
34032,4253372,2021-06-11 15:44:49.851677+00:00
3421,4253497,2021-06-11 15:56:18.565308+00:00
55281,4254264,2021-06-11 17:24:36.303497+00:00
55281,4254432,2021-06-11 17:49:44.993121+00:00
47744,4252403,2021-06-11 13:41:30.263929+00:00
47744,4252436,2021-06-11 13:46:10.141648+00:00
47744,4252451,2021-06-11 13:47:32.149543+00:00
28516,4252736,2021-06-11 14:26:01.903392+00:00
52185,4252882,2021-06-11 14:40:51.709541+00:00
52185,4252883,2021-06-11 14:40:51.726851+00:00
55281,4254335,2021-06-11 17:36:42.762048+00:00
42048,4254355,2021-06-11 17:39:30.660184+00:00
38599,4251833,2021-06-11 12:19:59.300543+00:00
55281,4254901,2021-06-11 20:24:03.112074+00:00
38599,4254655,2021-06-11 18:33:16.752032+00:00
3664,4257109,2021-06-12 06:32:46.831016+00:00
6190,4254977,2021-06-11 22:38:51.272079+00:00
31373,4255599,2021-06-12 02:59:37.709537+00:00
31373,4255598,2021-06-12 02:59:37.694318+00:00
26580,4256437,2021-06-12 05:12:52.531925+00:00
21760,4256645,2021-06-12 05:31:32.854966+00:00
48595,4256924,2021-06-12 06:07:33.635458+00:00
42048,4255394,2021-06-12 02:19:50.222982+00:00
21760,4256646,2021-06-12 05:31:32.877402+00:00
26580,4256695,2021-06-12 05:37:08.748780+00:00
3664,4257108,2021-06-12 06:32:46.818140+00:00
3664,4257110,2021-06-12 06:33:15.786099+00:00
61054,4257288,2021-06-12 06:53:37.460758+00:00
41094,4242841,2021-06-10 10:52:22.041409+00:00
61054,4257287,2021-06-12 06:53:37.446009+00:00
35674,4257754,2021-06-12 07:50:52.369281+00:00
60964,4257521,2021-06-12 07:19:58.201395+00:00
60964,4257520,2021-06-12 07:19:58.188697+00:00
25313,4249086,2021-06-11 06:01:02.355193+00:00
21043,4258083,2021-06-12 08:34:09.406976+00:00
35674,4258020,2021-06-12 08:25:01.391058+00:00
61874,4258235,2021-06-12 08:55:25.980566+00:00
61874,4258370,2021-06-12 09:12:49.375107+00:00
25313,4259112,2021-06-12 10:45:09.372366+00:00
47954,4258114,2021-06-12 08:39:16.688434+00:00
62316,4258273,2021-06-12 09:00:35.627062+00:00
62316,4258274,2021-06-12 09:00:35.644311+00:00
61874,4258323,2021-06-12 09:07:01.946245+00:00
61874,4259168,2021-06-12 10:52:02.404563+00:00
48595,4259696,2021-06-12 11:29:11.819722+00:00
30437,4260243,2021-06-12 12:28:50.981503+00:00
30437,4260484,2021-06-12 12:52:09.922003+00:00
30437,4260714,2021-06-12 13:22:37.573676+00:00
60964,4261243,2021-06-12 14:30:10.280875+00:00
63748,4261092,2021-06-12 14:11:03.053412+00:00
60964,4261578,2021-06-12 15:09:09.692993+00:00
38599,4261509,2021-06-12 14:58:41.586787+00:00
48595,4262004,2021-06-12 16:00:53.860119+00:00
47998,4262240,2021-06-12 16:28:09.718897+00:00
63748,4261091,2021-06-12 14:11:03.036324+00:00
47998,4262239,2021-06-12 16:28:09.692070+00:00
47998,4262243,2021-06-12 16:28:44.150511+00:00
52185,4262779,2021-06-12 17:29:27.758480+00:00
28516,4263093,2021-06-12 18:22:00.242357+00:00
9747,4246611,2021-06-10 17:36:28.966625+00:00
6190,4263343,2021-06-12 19:51:46.324496+00:00
6190,4263276,2021-06-12 19:23:09.630195+00:00
6190,4263417,2021-06-12 21:01:01.176798+00:00
69176,4265659,2021-06-13 06:41:32.125308+00:00
61874,4264666,2021-06-13 04:47:27.480152+00:00
52185,4264798,2021-06-13 05:06:37.834195+00:00
21043,4265314,2021-06-13 06:05:13.654032+00:00
69176,4265588,2021-06-13 06:34:09.934227+00:00
69176,4265589,2021-06-13 06:34:09.991219+00:00
8062,4269122,2021-06-13 13:13:04.885204+00:00
68292,4266251,2021-06-13 07:45:03.433365+00:00
68292,4266252,2021-06-13 07:45:03.452863+00:00
41094,4267100,2021-06-13 09:25:52.255258+00:00
41094,4267104,2021-06-13 09:26:12.107918+00:00
48595,4267782,2021-06-13 10:39:24.701539+00:00
69176,4267917,2021-06-13 10:50:21.250752+00:00
69176,4267929,2021-06-13 10:51:04.307654+00:00
69176,4267941,2021-06-13 10:52:48.320764+00:00
69176,4267943,2021-06-13 10:52:54.390984+00:00
69176,4267964,2021-06-13 10:54:40.193655+00:00
69176,4267953,2021-06-13 10:54:06.206340+00:00
38599,4266031,2021-06-13 07:24:00.215324+00:00
48595,4266713,2021-06-13 08:48:19.859281+00:00
48595,4267515,2021-06-13 10:08:55.630947+00:00
69176,4267892,2021-06-13 10:48:47.050521+00:00
69176,4267906,2021-06-13 10:49:38.705370+00:00
69176,4267873,2021-06-13 10:47:17.140523+00:00
48595,4267858,2021-06-13 10:45:56.636151+00:00
69176,4267995,2021-06-13 10:57:30.959312+00:00
69176,4268003,2021-06-13 10:58:09.588838+00:00
69176,4268007,2021-06-13 10:58:35.141413+00:00
48595,4268062,2021-06-13 11:06:07.214343+00:00
61874,4268637,2021-06-13 12:12:40.884419+00:00
21317,4269424,2021-06-13 13:47:14.666389+00:00
52185,4269412,2021-06-13 13:46:19.037296+00:00
25313,4269430,2021-06-13 13:47:42.287782+00:00
8062,4269274,2021-06-13 13:32:28.185484+00:00
52185,4269612,2021-06-13 14:02:50.111725+00:00
8062,4269496,2021-06-13 13:53:32.740031+00:00
2610,4270346,2021-06-13 15:21:45.465782+00:00
52185,4269818,2021-06-13 14:22:32.894709+00:00
38599,4270003,2021-06-13 14:41:46.751452+00:00
3421,4270263,2021-06-13 15:12:29.558911+00:00
8062,4271458,2021-06-13 17:21:49.084320+00:00
8062,4271595,2021-06-13 17:35:23.869225+00:00
8062,4271623,2021-06-13 17:42:19.676368+00:00
61874,4270749,2021-06-13 16:07:00.526126+00:00
68292,4270955,2021-06-13 16:28:42.972718+00:00
8062,4271259,2021-06-13 17:01:50.631888+00:00
61874,4271180,2021-06-13 16:54:04.124200+00:00
19800,4271982,2021-06-13 18:40:14.202488+00:00
38599,4274165,2021-06-14 06:23:19.458398+00:00
3439,4272052,2021-06-13 18:55:07.931278+00:00
42048,4272960,2021-06-14 03:10:43.318134+00:00
52185,4273100,2021-06-14 03:41:55.374811+00:00
61874,4273258,2021-06-14 04:09:29.769331+00:00
68292,4273509,2021-06-14 04:50:24.759519+00:00
8062,4271963,2021-06-13 18:35:30.977300+00:00
6190,4272278,2021-06-13 21:10:05.113189+00:00
61874,4272561,2021-06-14 01:28:38.877545+00:00
68292,4273680,2021-06-14 05:19:36.796809+00:00
78626,4274676,2021-06-14 07:29:56.893030+00:00
78626,4274677,2021-06-14 07:29:56.909508+00:00
26580,4275079,2021-06-14 08:25:21.125901+00:00
26580,4274917,2021-06-14 08:05:31.285593+00:00
8062,4276740,2021-06-14 11:38:19.395790+00:00
25313,4275169,2021-06-14 08:41:51.761437+00:00
12671,4239052,2021-06-10 00:55:55.675721+00:00
6190,4276208,2021-06-14 10:34:30.730674+00:00
68866,4276543,2021-06-14 11:16:30.653437+00:00
68866,4276544,2021-06-14 11:16:30.671889+00:00
48595,4276570,2021-06-14 11:19:15.503550+00:00
6323,4273868,2021-06-14 05:43:39.745767+00:00
7305,4275849,2021-06-14 09:56:17.824693+00:00
79702,4276115,2021-06-14 10:24:34.788747+00:00
79702,4276114,2021-06-14 10:24:34.766540+00:00
8062,4276901,2021-06-14 11:55:45.390680+00:00
8062,4276906,2021-06-14 11:56:14.468876+00:00
8062,4276909,2021-06-14 11:56:34.269683+00:00
48595,4276930,2021-06-14 11:58:51.797761+00:00
78409,4277429,2021-06-14 13:07:25.386729+00:00
2610,4277006,2021-06-14 12:10:58.763098+00:00
2610,4277154,2021-06-14 12:28:42.096717+00:00
48595,4277160,2021-06-14 12:29:28.101127+00:00
80603,4277292,2021-06-14 12:47:33.123382+00:00
48595,4277327,2021-06-14 12:53:10.668272+00:00
48595,4277348,2021-06-14 12:56:04.863698+00:00
60964,4277340,2021-06-14 12:55:09.862346+00:00
80603,4277291,2021-06-14 12:47:33.108833+00:00
78409,4277451,2021-06-14 13:08:44.150177+00:00
78409,4277430,2021-06-14 13:07:25.404016+00:00
18935,4277377,2021-06-14 12:59:48.979677+00:00
18935,4277378,2021-06-14 12:59:48.996918+00:00
21317,4277529,2021-06-14 13:18:38.658583+00:00
57884,4279744,2021-06-14 17:27:53.085496+00:00
60964,4277745,2021-06-14 13:42:12.414151+00:00
41243,4278296,2021-06-14 14:45:03.859677+00:00
41243,4278295,2021-06-14 14:45:03.843844+00:00
38599,4279218,2021-06-14 16:27:18.118977+00:00
61874,4279373,2021-06-14 16:44:20.366011+00:00
79702,4279651,2021-06-14 17:17:55.902582+00:00
72616,4279665,2021-06-14 17:19:57.195274+00:00
72616,4279666,2021-06-14 17:19:57.208577+00:00
19800,4278184,2021-06-14 14:32:41.649010+00:00
41243,4278309,2021-06-14 14:46:41.856305+00:00
68292,4279921,2021-06-14 18:01:35.412061+00:00
57884,4279820,2021-06-14 17:41:46.253020+00:00
25313,4279845,2021-06-14 17:46:06.496380+00:00
12671,4280081,2021-06-14 18:40:24.803801+00:00
81042,4282984,2021-06-15 08:27:31.157722+00:00
36338,4280305,2021-06-14 20:43:52.808164+00:00
42048,4280448,2021-06-15 00:30:47.620980+00:00
18935,4282627,2021-06-15 07:26:49.785369+00:00
6190,4282664,2021-06-15 07:32:28.037520+00:00
68292,4282957,2021-06-15 08:22:41.299458+00:00
9747,4279407,2021-06-14 16:50:55.451358+00:00
35674,4281680,2021-06-15 05:12:26.028665+00:00
21317,4282153,2021-06-15 06:19:43.253799+00:00
21317,4282158,2021-06-15 06:20:01.969980+00:00
81042,4282985,2021-06-15 08:27:31.173166+00:00
83029,4283180,2021-06-15 08:53:51.980183+00:00
83029,4283135,2021-06-15 08:50:43.605215+00:00
83029,4283134,2021-06-15 08:50:43.587580+00:00
81042,4283950,2021-06-15 10:27:43.134549+00:00
61874,4284851,2021-06-15 12:29:31.379539+00:00
6190,4283623,2021-06-15 09:53:29.262424+00:00
21760,4284239,2021-06-15 11:02:56.429218+00:00
6190,4284182,2021-06-15 10:55:35.146080+00:00
81042,4284321,2021-06-15 11:14:20.606387+00:00
8062,4284555,2021-06-15 11:44:50.088106+00:00
81042,4283967,2021-06-15 10:29:39.117280+00:00
87138,4284732,2021-06-15 12:11:23.870876+00:00
28621,4285126,2021-06-15 13:13:10.949092+00:00
28621,4285034,2021-06-15 12:59:30.554654+00:00
38705,4285128,2021-06-15 13:13:16.732112+00:00
38705,4285129,2021-06-15 13:13:16.745159+00:00
28621,4285033,2021-06-15 12:59:30.508417+00:00
6190,4287619,2021-06-15 17:58:58.293619+00:00
47954,4285191,2021-06-15 13:21:40.452761+00:00
60166,4285571,2021-06-15 14:02:19.717726+00:00
60166,4285570,2021-06-15 14:02:19.703391+00:00
89386,4287421,2021-06-15 17:32:30.481669+00:00
89386,4287563,2021-06-15 17:50:15.305871+00:00
87138,4284695,2021-06-15 12:06:43.913818+00:00
87138,4284696,2021-06-15 12:06:43.947251+00:00
61874,4284672,2021-06-15 12:02:19.148097+00:00
2610,4286114,2021-06-15 14:58:23.241788+00:00
57884,4286686,2021-06-15 16:07:16.560291+00:00
89386,4286877,2021-06-15 16:32:24.362143+00:00
45989,4286851,2021-06-15 16:29:59.572503+00:00
89386,4286876,2021-06-15 16:32:24.347746+00:00
79702,4287163,2021-06-15 17:02:05.564827+00:00
89386,4287735,2021-06-15 18:31:01.935781+00:00
12671,4287620,2021-06-15 17:59:04.138269+00:00
12671,4287623,2021-06-15 17:59:25.723171+00:00
6190,4288004,2021-06-15 20:03:18.994347+00:00
61874,4258198,2021-06-12 08:49:45.234734+00:00
89858,4287759,2021-06-15 18:40:18.319511+00:00
89858,4287760,2021-06-15 18:40:18.335677+00:00
90782,4288305,2021-06-16 00:57:12.457527+00:00
